IDENTIFIANT;DATE;COLIS;CODE PRODUIT;REFERENCE 1;REF DESTINATAIRE;NOM ou RAISON SOCIALE;NOM DU CONTACT;ADRESSE 1;ADRESSE 2;ADRESSE 3;ZIPCODE;VILLE;CODE PAYS;REFERENCE 2;CHARGEUR;CHARGEUR SECONDAIRE;TRACKID
24802;21/07/2022;3003583;BP;789471;142996;LE FOURNIL BEAUMONTOIS;LE FOURNIL BEAUMONTOIS;38 RUE ST MARTIN;NONE;LE FOURNIL BEAUMONTOIS;62110;HENIN BEAUMONT;FR;CO200722-0409303;2505059301;0;00G89ENE
24803;21/07/2022;3003584;BP;789485;157070;GROUPE HBI;GROUPE HBI;24 CHEMIN DE GENAS SERVICE INFORMAT;NONE;GROUPE HBI;69800;ST PRIEST;FR;CO210722-0409314;2505059301;0;00G89ENO
24804;21/07/2022;3003585;BP;781694;166721;INNO-B;INNO-B;7 RUE DE LA FLACHERE;NONE;INNO-B;43110;AUREC;FR;CO050722-0408868;2505059301;0;00G89ENU
24805;21/07/2022;3003586;BP;789489;168145;DENTALACTIVE CENTRE DENTAIRE;DENTALACTIVE CENTRE DENTAIRE;17, RUE DE LA REPUBLIQUE;NONE;DENTALACTIVE CENTRE DENTAIRE;80000;AMIENS;FR;CO210722-0409315;2505059301;0;00G89EOB
24806;21/07/2022;3003587;BP;789503;155547;IM MEDIA;IM MEDIA;1 RUE ROSA LUXEMBURG;NONE;IM MEDIA;62230;OUTREAU;FR;CO210722-0409322;2505059301;0;00G89EOG
24807;21/07/2022;3003588;BP;789607;168189;CHRETIEN SYLVIE;CHRETIEN SYLVIE;IMALLIANCE 5 RUE PAUL BERT;NONE;CHRETIEN SYLVIE;93400;SAINT-OUEN;FR;CO130722-0409205;2505059301;0;00G89GU5
24808;21/07/2022;3003589;BP;789661;168243;SARL FRODIS - LA FOIR’FOUILLE;SARL FRODIS - LA FOIR’FOUILLE;10, RUE DU SAULE GAILLARD;NONE;SARL FRODIS - LA FOIR’FOUILLE;54390;FROUARD;FR;CO160722-0409243;2505059301;0;00G89GUA
24809;21/07/2022;3003590;BP;789637;168295;IO;IO;1454 ROUTE DU MOULIN;NONE;IO;47310;MONCAUT;FR;CO200722-0409307;2505059301;0;00G89GUE
24810;21/07/2022;3003591;BP;789643;141401;DETEXIAL SECURITE;DETEXIAL SECURITE;3284 AVENUE DE PIERROTON;NONE;DETEXIAL SECURITE;33127;ST JEAN D ILLAC;FR;CO210722-0409311;2505059301;0;00G89GUJ
24811;21/07/2022;3003592;BP;789669;140938;CENTRE DE MEDECINE ISOTOPIQUE DU GA;CENTRE DE MEDECINE ISOTOPIQUE DU GA;1 PLACE AUGUSTE MURET;NONE;CENTRE DE MEDECINE ISOTOPIQUE DU GA;05000;GAP;FR;CO210722-0409323;2505059301;0;00G89GUK
